,match_probability,source_dataset_l,source_dataset_r,unique_id_l,unique_id_r,firstname_l,firstname_r,lastname_l,lastname_r,petname_l,petname_r,dob_l,dob_r,sex_l,sex_r,match_key
822,100.0,facility_df,house_df,2112,3993,Shube,Shube,Namwebya,Namwebya,Kwezi,Fama,1954-12-22,1954-12-15,2,2,0
1643,100.0,facility_df,house_df,14,1479,Shuube,Shuube,Sowobi,Sowobi,,,1977-04-26,1977-05-09,2,2,0
1908,100.0,facility_df,house_df,220,2689,Siidah,Siidah,Nabirye,Nabirye,,,2003-01-23,2003-01-23,2,2,0
1580,100.0,facility_df,house_df,1452,3175,Silina,Silina,Ashima,Ashima,Bwana,Kira,1939-10-19,1939-11-01,2,2,0
1581,100.0,facility_df,house_df,1270,3175,Silina,Silina,Ashima,Ashima,Bwana,Kira,1939-10-19,1939-11-01,2,2,0
2728,100.0,facility_df,house_df,1974,4000,Simon,Simon,Menya,Menya,Najjuma,Najjuma,1989-11-08,1989-11-08,1,1,0
2796,100.0,facility_df,house_df,815,1773,Siragi,Siragi,Balilaine,Balilaine,Afa,Afa,1930-08-23,1930-08-23,1,1,0
640,100.0,facility_df,house_df,2789,1020,Siragi,Siragi,Kakaire,Kakaire,Nakibinge,Lwasa,1994-06-11,1994-06-24,1,1,0
1113,100.0,facility_df,house_df,2249,1773,Siragi,Siragi,Balilaine,Balilaine,Buyungo,Afa,1930-08-10,1930-08-23,1,1,0
2142,100.0,facility_df,house_df,1450,2809,Siragi,Siragi,Waiswa,Waiswa,Mahoro,Mahoro,2008-01-20,2008-02-02,1,1,0
2883,100.0,facility_df,house_df,2391,3670,Siraji,Siraji,Timothy,Timothy,Ayoo,Ayoo,1952-11-13,1952-11-13,1,1,0
2389,100.0,facility_df,house_df,876,2410,Siraji,Siraji,Dagada,Dagada,Mukama,Mukama,1969-03-07,1969-02-15,1,1,0
2549,100.0,facility_df,house_df,861,2474,Siraji,Siraji,Tenywa,Tenywa,Kanakulya,Kanakulya,1944-11-16,1944-11-16,1,1,0
251,100.0,facility_df,house_df,1832,3164,Siraji,Siraji,,,Bulimu,Kyeyune,2002-01-02,2002-01-22,1,1,0
1146,100.0,facility_df,house_df,2148,2610,Siraji,Siraji,Mutono,Mutono,Biyinzika,Nalubega,1997-05-17,1997-05-30,1,1,0
1781,100.0,facility_df,house_df,273,542,Sofia,Sofia,Saida,Saida,Akol,,2002-03-01,2002-03-14,2,2,0
1815,100.0,facility_df,house_df,1883,2164,Sooka,Sooka,Sadiki,Sadiki,Ndugga,Eriaku,1996-01-19,1996-02-01,1,1,0
556,100.0,facility_df,house_df,105,750,Sophie,Sophie,Naigaga,Naigaga,Biyago,Mena,1977-10-01,1977-10-14,2,2,0
896,100.0,facility_df,house_df,2856,2005,Sowali,Sowali,Ndyanga,Ndyanga,Nakato,Amos,1967-08-05,1967-08-25,1,1,0
1170,100.0,facility_df,house_df,1057,908,Sowali,Sowali,Isiko,Isiko,Malaika,Male,2015-02-27,2015-03-12,1,1,0
2816,100.0,facility_df,house_df,198,73,Sowali,Sowali,Ewawala,Ewawala,Hassan,Hassan,1960-12-05,1960-12-05,1,1,0
991,100.0,facility_df,house_df,2721,878,Sowali,Sowali,Faizo,Faizo,Kirabo,Abbo,1988-10-26,1988-11-08,1,1,0
992,100.0,facility_df,house_df,2137,996,Sowali,Sowali,Edirisa,Edirisa,Nakato,Najjemba,1985-02-08,1985-02-21,1,1,0
747,100.0,facility_df,house_df,2483,3760,Sowedi,Sowedi,Isabirye,Isabirye,Awori,Isingoma,2000-08-08,2000-07-19,1,1,0
2865,100.0,facility_df,house_df,974,366,Sowedi,Sowedi,Bikaba,Bikaba,Baguma,Baguma,1973-04-16,1973-04-16,1,1,0
2413,100.0,facility_df,house_df,1767,366,Sowedi,Sowedi,Bikaba,Bikaba,Baguma,Baguma,1973-04-03,1973-04-16,1,1,0
2583,100.0,facility_df,house_df,1599,3760,Sowedi,Sowedi,Isabirye,Isabirye,Isingoma,Isingoma,2000-07-19,2000-07-19,1,1,0
1051,100.0,facility_df,house_df,369,1812,Sowobi,Sowobi,Akisamu,Akisamu,Ganda,Kazi,2017-04-14,2017-03-25,1,1,0
1290,100.0,facility_df,house_df,1493,2142,Sowobi,Sowobi,Basham,Basham,Nankya,Kooko,1978-12-30,1978-12-19,1,1,0
1363,100.0,facility_df,house_df,2275,4079,Sowobi,Sowobi,Magola,Magola,Nakalema,Kefa,1946-08-11,1946-08-04,1,1,0
2704,100.0,facility_df,house_df,1510,1812,Sowobi,Sowobi,Akisamu,Akisamu,Kazi,Kazi,2017-03-25,2017-03-25,1,1,0
2932,100.0,facility_df,house_df,1343,851,Specioza,Specioza,Patricia,Patricia,Zara,Zara,2026-03-12,2026-03-12,2,2,0
1683,100.0,facility_df,house_df,2471,851,Specioza,Specioza,Patricia,Patricia,Kato,Zara,2026-02-07,2026-03-12,2,2,0
2952,100.0,facility_df,house_df,1168,2826,Ssebagala,Ssebagala,Kasani,Kasani,Nakyejwe,Nakyejwe,1959-01-01,1959-01-01,1,1,0
1866,100.0,facility_df,house_df,1475,189,Stella,Stella,Shifura,Shifura,Nalukenge,Wazi,1969-09-22,1969-10-05,2,2,0
998,100.0,facility_df,house_df,2559,825,Stephen,Stephen,Falidi,Falidi,Jajja,Karega,1988-06-28,1988-06-21,1,1,0
723,100.0,facility_df,house_df,1364,1617,Steven,Steven,Sowobi,Sowobi,Aruho,Nalubwama,1945-10-20,1945-10-13,1,1,0
2874,100.0,facility_df,house_df,2618,1238,Steven,Steven,Idi,Idi,Mukitale,Mukitale,2025-04-25,2025-04-25,1,1,0
2815,100.0,facility_df,house_df,696,1380,Steven,Steven,Ndada,Ndada,Jjuko,Jjuko,1978-12-02,1978-12-02,1,1,0
1371,100.0,facility_df,house_df,1808,1982,Subira,Subira,Waigangala,Waigangala,Nakate,Ijaga,1988-08-03,1988-07-27,1,1,0
989,100.0,facility_df,house_df,2840,782,Sudaisi,Sudaisi,Isa,Isa,Byaruhanga,Mukwaya,1934-08-12,1934-08-05,1,1,0
2509,100.0,facility_df,house_df,459,1419,Sudaisi,Sudaisi,Kiyemba,Kiyemba,Muliika,Muliika,2000-11-09,2000-11-22,1,1,0
905,100.0,facility_df,house_df,745,817,Sudaisi,Sudaisi,Balidawa,Balidawa,Gona,Matovu,1991-09-18,1991-10-08,1,1,0
2392,100.0,facility_df,house_df,2125,417,Sukeina,Sukeina,Namuli,Namuli,Yona,Yona,2019-08-07,2019-08-27,2,2,0
2393,100.0,facility_df,house_df,978,417,Sukeina,Sukeina,Namuli,Namuli,Yona,Yona,2019-08-07,2019-08-27,2,2,0
2838,100.0,facility_df,house_df,1517,3728,Sulaiman,Sulaiman,Mugoda,Mugoda,Isingoma,Isingoma,1931-02-27,1931-02-27,1,1,0
2891,100.0,facility_df,house_df,635,3662,Sulaimu,Sulaimu,Babi,Babi,Eriaku,Eriaku,1958-08-31,1958-08-31,1,1,0
780,100.0,facility_df,house_df,2325,4011,Sulaina,Sulaina,Kaudha,Kaudha,Mamadou,Hira,1967-05-20,1967-05-13,2,2,0
1844,100.0,facility_df,house_df,613,1535,Sulaina,Sulaina,Kagoya,Kagoya,,,1947-02-12,1947-02-12,2,2,0
2237,100.0,facility_df,house_df,1201,2404,Sulaina,Sulaina,Naigembe,Naigembe,Randa,Randa,2025-01-05,2025-01-25,2,2,0
2770,100.0,facility_df,house_df,131,170,Suleya,Suleya,Tracy,Tracy,Bisa,Bisa,1930-12-05,1930-12-05,2,2,0
1868,100.0,facility_df,house_df,2787,1077,Sumaima,Sumaima,Suleya,Suleya,Nalubowa,Hara,2026-09-27,2026-10-17,2,2,0
1091,100.0,facility_df,house_df,1935,2838,Sumaiya,Sumaiya,Naigaga,Naigaga,,,1972-05-20,1972-05-13,2,2,0
1396,100.0,facility_df,house_df,2030,658,Sumani,Sumani,Mutaka,Mutaka,Awono,Kisitu,1949-05-06,1949-04-16,1,1,0
2938,100.0,facility_df,house_df,1736,658,Sumani,Sumani,Mutaka,Mutaka,Kisitu,Kisitu,1949-04-16,1949-04-16,1,1,0
294,100.0,facility_df,house_df,2601,1684,Sumaya,Sumaya,Nabirye,Nabirye,Baguru,Ema,1971-10-04,1971-10-24,2,2,0
295,100.0,facility_df,house_df,1786,1684,Sumaya,Sumaya,Nabirye,Nabirye,Baguru,Ema,1971-10-04,1971-10-24,2,2,0
841,100.0,facility_df,house_df,1491,2134,Sumaya,Sumaya,Kyowansa,Kyowansa,Namuddu,Anda,1966-10-31,1966-11-13,2,2,0
839,100.0,facility_df,house_df,2772,881,Sumaya,Sumaya,Nakimbugwe,Nakimbugwe,Kirungi,Uma,1940-03-08,1940-02-17,2,2,0
2595,100.0,facility_df,house_df,462,2366,Sumaya,Sumaya,Fazira,Fazira,Ola,Ola,1960-08-11,1960-08-11,2,2,0
2571,100.0,facility_df,house_df,276,881,Sumaya,Sumaya,Nakimbugwe,Nakimbugwe,Uma,Uma,1940-02-17,1940-02-17,2,2,0
2771,100.0,facility_df,house_df,2749,2134,Sumaya,Sumaya,Kyowansa,Kyowansa,Anda,Anda,1966-11-13,1966-11-13,2,2,0
2164,100.0,facility_df,house_df,309,1684,Sumaya,Sumaya,Nabirye,Nabirye,Ema,Ema,1971-10-24,1971-10-24,2,2,0
1037,100.0,facility_df,house_df,1014,5,Sumaya,Sumaya,Swabula,Swabula,Kato,,1930-11-30,1930-12-13,2,2,0
348,100.0,facility_df,house_df,1873,1978,Sumaya,Sumaya,Nangobi,Nangobi,Nakalema,Vira,1979-09-12,1979-09-05,2,2,0
842,100.0,facility_df,house_df,1186,2134,Sumaya,Sumaya,Kyowansa,Kyowansa,Namuddu,Anda,1966-10-31,1966-11-13,2,2,0
739,100.0,facility_df,house_df,585,2250,Sumaya,Sumaya,Patience,Patience,,,1949-07-09,1949-07-02,2,2,0
2355,100.0,facility_df,house_df,881,2402,Sumini,Sumini,Nantale,Nantale,Achara,Achara,1935-07-24,1935-08-06,2,2,0
2690,100.0,facility_df,house_df,1062,2784,Sumini,Sumini,Mulasi,Mulasi,Tara,Tara,1949-04-27,1949-04-27,2,2,0
2511,100.0,facility_df,house_df,804,1111,Sumini,Sumini,Namugaya,Namugaya,Zara,Zara,1997-02-11,1997-02-11,2,2,0
678,100.0,facility_df,house_df,2848,1111,Sumini,Sumini,Namugaya,Namugaya,Namara,Zara,1997-01-29,1997-02-11,2,2,0
1030,100.0,facility_df,house_df,2550,1012,Sumini,Sumini,Kaudha,Kaudha,Nakayaga,,1995-03-11,1995-03-04,2,2,0
1029,100.0,facility_df,house_df,2551,1012,Sumini,Sumini,Kaudha,Kaudha,Nakayaga,,1995-03-11,1995-03-04,2,2,0
2214,100.0,facility_df,house_df,2891,2261,Sumini,Sumini,Namaleh,Namaleh,Tara,Tara,1930-10-21,1930-11-03,2,2,0
680,100.0,facility_df,house_df,2562,1111,Sumini,Sumini,Namugaya,Namugaya,Namara,Zara,1997-01-29,1997-02-11,2,2,0
190,99.71,facility_df,house_df,351,3280,Suzan,Suzan,Naigaga,Naigaga,,Kira,1970-10-27,1951-11-14,2,2,0
2258,100.0,facility_df,house_df,62,2684,Suzan,Suzan,Ndase,Ndase,Wura,Wura,1931-01-09,1931-01-22,2,2,0
607,100.0,facility_df,house_df,1286,1247,Suzan,Suzan,Mutesi,Mutesi,Yonas,,1993-12-13,1993-12-06,2,2,0
1650,100.0,facility_df,house_df,100,1247,Suzan,Suzan,Mutesi,Mutesi,,,1993-12-06,1993-12-06,2,2,0
542,100.0,facility_df,house_df,351,470,Suzan,Suzan,Naigaga,Naigaga,,,1970-10-27,1970-11-16,2,2,0
2383,100.0,facility_df,house_df,1781,1313,Swabiru,Swabiru,Basham,Basham,Mande,Mande,1994-06-09,1994-05-29,1,1,0
2836,100.0,facility_df,house_df,2655,1313,Swabiru,Swabiru,Basham,Basham,Mande,Mande,1994-05-29,1994-05-29,1,1,0
2676,100.0,facility_df,house_df,1171,223,Swabiru,Swabiru,Aluvin,Aluvin,Najjuma,Najjuma,2013-02-03,2013-02-03,1,1,0
1095,100.0,facility_df,house_df,2897,223,Swabiru,Swabiru,Aluvin,Aluvin,Najjuma,Najjuma,2014-05-19,2013-02-03,1,1,0
1986,100.0,facility_df,house_df,937,1933,Swabra,Swabra,Kagoya,Kagoya,,,2022-04-18,2022-04-18,2,2,0
1352,100.0,facility_df,house_df,688,1933,Swabra,Swabra,Kagoya,Kagoya,Nabbosa,,2022-04-25,2022-04-18,2,2,0
2772,100.0,facility_df,house_df,2357,820,Swabula,Swabula,Takuwa,Takuwa,Rima,Rima,1978-09-14,1978-09-14,2,2,0
437,100.0,facility_df,house_df,103,3761,Swabula,Swabula,Mutesi,Mutesi,Awori,Ema,2000-01-06,1999-12-30,2,2,0
2654,100.0,facility_df,house_df,839,476,Swabula,Swabula,Namuwaya,Namuwaya,Achara,Achara,2013-01-05,2013-01-05,2,2,0
663,100.0,facility_df,house_df,2753,1876,Swabura,Swabura,Nakaziba,Nakaziba,Kimera,Rila,1966-02-23,1966-02-16,2,2,0
664,100.0,facility_df,house_df,1850,1876,Swabura,Swabura,Nakaziba,Nakaziba,Kimera,Rila,1966-02-23,1966-02-16,2,2,0
2915,100.0,facility_df,house_df,2758,797,Swabuulu,Swabuulu,Kayira,Kayira,Muhammed,Muhammed,1997-05-11,1997-05-11,1,1,0
2476,100.0,facility_df,house_df,2189,350,Swabuulu,Swabuulu,Tigasitwa,Tigasitwa,Nadduli,Nadduli,1980-07-30,1980-08-19,1,1,0
1688,100.0,facility_df,house_df,1668,3829,Swaibu,Swaibu,Wagubi,Wagubi,Basima,Ganyana,1988-07-07,1988-07-20,1,1,0
1610,100.0,facility_df,house_df,2888,144,Swaliki,Swaliki,Shafique,Shafique,Namazzi,Mwesige,2021-04-20,2021-05-03,1,1,0
1653,100.0,facility_df,house_df,1483,1220,Switina,Switina,Naigembe,Naigembe,Rashid,,1974-02-07,1974-02-27,2,2,0
1171,100.0,facility_df,house_df,2355,1339,Sylivia,Sylivia,Shanita,Shanita,,,1979-10-26,1979-11-08,2,2,0
1499,100.0,facility_df,house_df,821,3992,Sylivia,Sylivia,Jeiles,Jeiles,Kwagala,Gani,1983-06-14,1983-06-07,2,2,0
2458,100.0,facility_df,house_df,504,2959,Sylvia,Sylvia,Nangobi,Nangobi,Dara,Dara,2016-10-15,2016-10-15,2,2,0
1817,100.0,facility_df,house_df,513,2159,Tagoole,Tagoole,Asirafu,Asirafu,Nanziri,Kalyesubula,2017-08-14,2017-08-27,1,1,0
1843,100.0,facility_df,house_df,1740,2343,Tahamida,Tahamida,Rukia,Rukia,,,2025-10-18,2025-10-11,2,2,0
1693,100.0,facility_df,house_df,793,4078,Tahiya,Tahiya,Lamula,Lamula,Nakalema,Kala,1961-02-06,1961-02-19,2,2,0
2157,100.0,facility_df,house_df,2296,979,Tahiya,Tahiya,Nantenza,Nantenza,,,2011-07-01,2011-07-01,2,2,0
2821,100.0,facility_df,house_df,362,3006,Taitankoko,Taitankoko,Kisakye,Kisakye,Gimei,Gimei,1990-08-22,1990-08-22,1,1,0
1595,100.0,facility_df,house_df,2405,3057,Takiyu,Takiyu,Namwaya,Namwaya,Awono,Najjuma,1977-03-04,1977-03-24,1,1,0
1727,100.0,facility_df,house_df,2880,1627,Takola,Takola,Vivian,Vivian,Aslan,Dina,1962-02-16,1962-01-27,2,2,0
2454,100.0,facility_df,house_df,1724,2443,Talausi,Talausi,Sudaisi,Sudaisi,Lumala,Lumala,2000-07-31,2000-08-13,1,1,0
1388,100.0,facility_df,house_df,586,864,Talausi,Talausi,Ibira,Ibira,Kiganda,Kaoma,1936-01-31,1936-01-11,1,1,0
1619,100.0,facility_df,house_df,2542,2631,Talemwa,Talemwa,Lubandi,Lubandi,Ebyo,Golooba,1995-04-06,1995-04-19,1,1,0
2976,100.0,facility_df,house_df,953,2631,Talemwa,Talemwa,Lubandi,Lubandi,Golooba,Golooba,1995-04-19,1995-04-19,1,1,0
2346,100.0,facility_df,house_df,2308,2273,Taliki,Taliki,Mudhasilu,Mudhasilu,Lukwago,Lukwago,1950-03-01,1950-03-21,1,1,0
1102,100.0,facility_df,house_df,2535,705,Talugende,Talugende,Ngobi,Ngobi,Balimwezo,Eriaku,1956-10-18,1956-11-07,1,1,0
1260,100.0,facility_df,house_df,567,1738,Talugende,Talugende,Mukose,Mukose,Bayire,Masinde,2016-05-18,2016-05-31,1,1,0
2554,100.0,facility_df,house_df,2492,2651,Tamusuza,Tamusuza,Mubiru,Mubiru,Nalwbwama,Nalwbwama,1965-01-16,1965-01-09,1,1,0
2555,100.0,facility_df,house_df,898,2651,Tamusuza,Tamusuza,Mubiru,Mubiru,Nalwbwama,Nalwbwama,1965-01-16,1965-01-09,1,1,0
2481,100.0,facility_df,house_df,1132,1396,Tamuzadde,Tamuzadde,Wamubi,Wamubi,Mugabi,Mugabi,1975-10-21,1975-10-06,1,1,0
2840,100.0,facility_df,house_df,2894,3321,Tamuzadde,Tamuzadde,Mugoya,Mugoya,Mugasha,Mugasha,1966-08-28,1966-08-28,1,1,0
1081,100.0,facility_df,house_df,2564,4051,Tape,Tape,Shamira,Shamira,Nakakande,Rila,1934-03-26,1934-02-27,2,2,0
2716,100.0,facility_df,house_df,2155,4051,Tape,Tape,Shamira,Shamira,Rila,Rila,1934-02-27,1934-02-27,2,2,0
1082,100.0,facility_df,house_df,281,4051,Tape,Tape,Shamira,Shamira,Nakakande,Rila,1934-03-26,1934-02-27,2,2,0
835,100.0,facility_df,house_df,1197,1912,Tausi,Tausi,Fatuma,Fatuma,Mambo,Sira,1940-03-09,1940-02-18,2,2,0
865,100.0,facility_df,house_df,2297,3980,Tausi,Tausi,Namulondo,Namulondo,Kirungi,Wazi,2003-01-06,2003-01-19,2,2,0
1420,100.0,facility_df,house_df,2803,326,Teddy,Teddy,Rashida,Rashida,,,2009-05-16,2009-05-29,2,2,0
2147,100.0,facility_df,house_df,2284,1763,Teddy,Teddy,Hatika,Hatika,,,1935-09-03,1935-09-03,2,2,0
1421,100.0,facility_df,house_df,2031,326,Teddy,Teddy,Rashida,Rashida,,,2009-05-16,2009-05-29,2,2,0
436,100.0,facility_df,house_df,2132,1753,Tendo,Tendo,Mutesi,Mutesi,Biyinzika,Sira,1983-02-12,1983-02-25,2,2,0
2537,100.0,facility_df,house_df,1896,1146,Tendo,Tendo,Sumaya,Sumaya,Inara,Inara,1942-10-12,1942-10-12,2,2,0
2252,100.0,facility_df,house_df,338,1753,Tendo,Tendo,Mutesi,Mutesi,Sira,Sira,1983-02-25,1983-02-25,2,2,0
1247,100.0,facility_df,house_df,2091,4112,Tenywa,Tenywa,Kapiso,Kapiso,Nakayaga,Biraaro,1998-06-15,1998-06-28,1,1,0
2655,100.0,facility_df,house_df,1990,1446,Tenywa,Tenywa,Ausi,Ausi,Mwesigwa,Mwesigwa,1942-01-08,1942-01-08,1,1,0
2233,100.0,facility_df,house_df,2356,1446,Tenywa,Tenywa,Ausi,Ausi,Mwesigwa,Mwesigwa,1941-12-26,1942-01-08,1,1,0
714,100.0,facility_df,house_df,532,1047,Tenywa,Tenywa,Alamazani,Alamazani,Nalubega,Mugasha,1991-10-31,1991-11-13,1,1,0
654,100.0,facility_df,house_df,1830,1547,Tenywa,Tenywa,Tenwa,Tenwa,Alali,Kisitu,2012-09-29,2012-09-22,1,1,0
2433,100.0,facility_df,house_df,1191,3479,Tenywa,Tenywa,Edrine,Edrine,Lukwago,Lukwago,1983-07-30,1983-07-30,1,1,0
644,100.0,facility_df,house_df,1091,613,Tenywa,Tenywa,Falidi,Falidi,Arinaitwe,Isingoma,1997-08-25,1997-09-07,1,1,0
652,100.0,facility_df,house_df,2726,1547,Tenywa,Tenywa,Tenwa,Tenwa,Alali,Kisitu,2012-09-29,2012-09-22,1,1,0
2460,100.0,facility_df,house_df,177,1047,Tenywa,Tenywa,Alamazani,Alamazani,Mugasha,Mugasha,1991-11-13,1991-11-13,1,1,0
647,100.0,facility_df,house_df,354,613,Tenywa,Tenywa,Falidi,Falidi,Arinaitwe,Isingoma,1997-08-25,1997-09-07,1,1,0
2529,100.0,facility_df,house_df,1526,613,Tenywa,Tenywa,Falidi,Falidi,Isingoma,Isingoma,1997-09-07,1997-09-07,1,1,0
3004,100.0,facility_df,house_df,1381,1990,Tikabulamu,Tikabulamu,Kindu,Kindu,Hira,Hira,1974-05-28,1974-05-28,2,2,0
2889,100.0,facility_df,house_df,349,2947,Timugibwa,Timugibwa,Lillian,Lillian,Nira,Nira,1971-02-14,1971-02-14,2,2,0
2951,100.0,facility_df,house_df,2261,1004,Tonny,Tonny,Muhamad,Muhamad,Bayo,Bayo,1962-10-10,1962-10-10,1,1,0
2440,100.0,facility_df,house_df,1485,2334,Tonny,Tonny,Paul,Paul,Muliika,Muliika,1962-03-11,1962-03-24,1,1,0
1959,100.0,facility_df,house_df,1025,2226,Tracy,Tracy,Namulondo,Namulondo,,,1953-01-02,1953-01-02,2,2,0
1274,100.0,facility_df,house_df,627,2226,Tracy,Tracy,Namulondo,Namulondo,Ssanyu,,1952-12-20,1953-01-02,2,2,0
1870,100.0,facility_df,house_df,1695,2094,Treva,Treva,Walube,Walube,Nalukwago,Kamya,1977-12-11,1977-12-24,1,1,0
2969,100.0,facility_df,house_df,1146,2605,Tulaifu,Tulaifu,Pius,Pius,Mwesigwa,Mwesigwa,1967-10-29,1967-10-29,1,1,0
2867,100.0,facility_df,house_df,789,1895,Tumusime,Tumusime,Hassan,Hassan,Mukisa,Mukisa,1944-04-30,1944-04-30,1,1,0
1291,100.0,facility_df,house_df,187,31,Twaha,Twaha,Mukalazi,Mukalazi,Bwana,Abbo,1992-05-18,1992-06-07,1,1,0
911,100.0,facility_df,house_df,2435,683,Twaha,Twaha,Namusobya,Namusobya,Baguma,Rima,1932-12-15,1932-12-21,2,2,0
1284,100.0,facility_df,house_df,481,31,Twaha,Twaha,Mukalazi,Mukalazi,Bwana,Abbo,1992-05-18,1992-06-07,1,1,0
912,100.0,facility_df,house_df,1302,683,Twaha,Twaha,Namusobya,Namusobya,Baguma,Rima,1932-12-15,1932-12-21,2,2,0
2668,100.0,facility_df,house_df,2811,683,Twaha,Twaha,Namusobya,Namusobya,Rima,Rima,1932-12-21,1932-12-21,2,2,0
2921,100.0,facility_df,house_df,234,522,Twaifu,Twaifu,Haruna,Haruna,Mukasa,Mukasa,1975-01-20,1975-01-20,1,1,0
2359,100.0,facility_df,house_df,292,365,Twairi,Twairi,Abdu,Abdu,Muhairwe,Muhairwe,2003-02-16,2003-03-01,1,1,0
2989,100.0,facility_df,house_df,2895,692,Ukasha,Ukasha,Gubayanga,Gubayanga,Kulubya,Kulubya,1987-12-24,1987-12-24,1,1,0
1725,100.0,facility_df,house_df,2298,1142,Ukasha,Ukasha,Dauda,Dauda,Nankya,Kapere,1950-06-27,1950-07-10,1,1,0
741,100.0,facility_df,house_df,2360,2088,Umaru,Umaru,Muwaya,Muwaya,Nalukenge,Amos,2024-11-26,2024-12-16,1,1,0
703,100.0,facility_df,house_df,1413,3234,Umaru,Umaru,Ngobi,Ngobi,Kafeero,Isanga,1998-06-23,1998-07-06,1,1,0
2578,100.0,facility_df,house_df,2793,905,Umaru,Umaru,Edirisa,Edirisa,Najjuma,Najjuma,1949-10-12,1949-10-12,1,1,0
702,100.0,facility_df,house_df,1978,3234,Umaru,Umaru,Ngobi,Ngobi,Kafeero,Isanga,1998-06-23,1998-07-06,1,1,0
2846,100.0,facility_df,house_df,123,1403,Umaru,Umaru,Kajete,Kajete,Kabuye,Kabuye,1994-08-30,1994-08-30,1,1,0
1007,100.0,facility_df,house_df,423,3759,Umaru,Umaru,Muwunba,Muwunba,Awor,Ekwaro,1955-08-02,1955-08-15,1,1,0
3000,100.0,facility_df,house_df,915,3478,Vicent,Vicent,Mulinda,Mulinda,Male,Male,1980-12-02,1980-12-02,1,1,0
2919,100.0,facility_df,house_df,2692,960,Vicky,Vicky,Jamawa,Jamawa,Kiara,Kiara,1947-03-23,1947-03-23,2,2,0
2380,100.0,facility_df,house_df,1816,493,Vicky,Vicky,Nakakande,Nakakande,Rira,Rira,1995-06-04,1995-05-28,2,2,0
1719,100.0,facility_df,house_df,1089,3737,Victoria,Victoria,Praise,Praise,Atiko,,1994-09-06,1994-09-19,2,2,0
2118,100.0,facility_df,house_df,710,3737,Victoria,Victoria,Praise,Praise,,,1994-09-19,1994-09-19,2,2,0
1642,100.0,facility_df,house_df,2627,975,Viola,Viola,Shifa,Shifa,Nakalanzi,,1972-11-16,1972-11-29,2,2,0
1093,100.0,facility_df,house_df,2437,1700,Viola,Viola,Sarah,Sarah,Balaki,,1934-06-24,1934-07-07,2,2,0
565,100.0,facility_df,house_df,25,2122,Viola,Viola,Nankwanga,Nankwanga,Nambi,Fama,1983-05-06,1983-04-16,2,2,0
1140,100.0,facility_df,house_df,1556,2518,Viora,Viora,Nakanda,Nakanda,Akuku,Vira,1980-11-18,1980-12-01,2,2,0
1137,100.0,facility_df,house_df,2824,2518,Viora,Viora,Nakanda,Nakanda,Akuku,Vira,1980-11-18,1980-12-01,2,2,0
926,100.0,facility_df,house_df,1973,2113,Wahabu,Wahabu,Isiko,Isiko,Namazzi,Kozel,2000-09-01,2000-08-25,1,1,0
1559,100.0,facility_df,house_df,1169,2239,Wahabu,Wahabu,Owen,Owen,Wanuri,Igeme,1976-07-18,1976-07-31,1,1,0
2137,100.0,facility_df,house_df,1295,374,Wahabu,Wahabu,Nkwanga,Nkwanga,Lumala,Lumala,2001-04-18,2001-04-11,1,1,0
2325,100.0,facility_df,house_df,1423,367,Wahabu,Wahabu,Kalangabisa,Kalangabisa,Amos,Amos,1960-10-12,1960-10-25,1,1,0
2493,100.0,facility_df,house_df,439,2296,Wahabu,Wahabu,Mwoga,Mwoga,Chemusto,Chemusto,1950-11-05,1950-11-18,1,1,0
872,100.0,facility_df,house_df,1322,2035,Waigangala,Waigangala,Ayubu,Ayubu,Nakyobe,Hakim,1934-04-05,1934-04-25,1,1,0
642,100.0,facility_df,house_df,2208,2599,Waigangala,Waigangala,Muwaya,Muwaya,Basiima,Mwijukye,2007-03-28,2007-03-21,1,1,0
1616,100.0,facility_df,house_df,1869,18,Waigangala,Waigangala,Idd,Idd,Lule,Mukembo,1956-07-21,1956-08-03,1,1,0
1108,100.0,facility_df,house_df,2185,2958,Waiswa,Waiswa,Bright,Bright,Alitu,Kyosiima,2020-02-06,2020-02-19,1,1,0
2590,100.0,facility_df,house_df,44,3830,Waiswa,Waiswa,Magemeso,Magemeso,Mukasa,Mukasa,2007-04-06,2007-04-06,1,1,0
1222,100.0,facility_df,house_df,1008,882,Waiswa,Waiswa,Martin,Martin,Kisanja,Kosiya,1951-11-26,1951-11-19,1,1,0
2842,100.0,facility_df,house_df,1390,3887,Waiswa,Waiswa,Yusufu,Yusufu,Kimeze,Kimeze,2001-03-23,2001-03-23,1,1,0
2046,100.0,facility_df,house_df,1183,1378,Waiswa,Waiswa,Waigangala,Waigangala,Kyakonye,Kyakonye,1985-02-18,1985-02-11,1,1,0
2617,100.0,facility_df,house_df,2143,2731,Waiswa,Waiswa,Alex,Alex,Awori,Awori,1960-03-21,1960-03-21,1,1,0
2894,100.0,facility_df,house_df,2255,882,Waiswa,Waiswa,Martin,Martin,Kosiya,Kosiya,1951-11-19,1951-11-19,1,1,0
1018,100.0,facility_df,house_df,947,1038,Waiswa,Waiswa,Walukalala,Walukalala,Nakyobe,Kusiima,1937-02-16,1937-03-01,1,1,0
2632,100.0,facility_df,house_df,2309,1374,Wakabi,Wakabi,Saleh,Saleh,Kalungi,Kalungi,1933-12-25,1934-01-07,1,1,0
